cellId,cycle,time,current,voltage,capacityAh,chargeCapacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,sourceFile,dataProvenance,referenceNominalCapacityAh,capacityScaleFactor
CALB_0_B182,1,29670.0,-58.02951,3.7155,14.98847,0.0,69.84099612540989,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29700.0,-58.02951,3.7062,15.47204,0.0,68.8679822351572,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29730.0,-58.02331,3.6969,15.95562,0.0,67.89494822343524,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29760.0,-58.02951,3.6876,16.43919,0.0,66.92193433318256,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29790.0,-58.02951,3.6783,16.92277,0.0,65.94890032146058,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29820.0,-58.02951,3.6687,17.40635,0.0,64.97586630973863,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29850.0,-58.02951,3.6594,17.88993,0.0,64.00283229801667,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29880.0,-58.02951,3.6501,18.37351,0.0,63.029798286294714,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29910.0,-58.02951,3.6408,18.85709,0.0,62.05676427457274,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29940.0,-58.02951,3.6315,19.34067,0.0,61.08373026285078,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,29970.0,-58.02951,3.6222,19.82424,0.0,60.110716372598105,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30000.0,-58.02951,3.6129,20.30782,0.0,59.137682360876134,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30030.0,-58.02951,3.6036,20.7914,0.0,58.16464834915418,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30060.0,-58.02951,3.5946,21.27498,0.0,57.191614337432206,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30090.0,-58.02951,3.5856,21.75856,0.0,56.218580325710256,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30120.0,-58.02951,3.577,22.24214,0.0,55.24554631398828,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30150.0,-58.02951,3.5683,22.72572,0.0,54.27251230226633,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30180.0,-58.02951,3.5596,23.2093,0.0,53.29947829054436,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30210.0,-58.02951,3.5512,23.69288,0.0,52.32644427882241,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30240.0,-58.02951,3.5429,24.17646,0.0,51.35341026710043,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30270.0,-58.02951,3.5348,24.66004,0.0,50.38037625537848,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30300.0,-58.02951,3.5267,25.14362,0.0,49.4073422436565,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30330.0,-58.02951,3.5187,25.6272,0.0,48.434308231934544,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30360.0,-58.02951,3.5112,26.11078,0.0,47.46127422021258,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30390.0,-58.02951,3.5035,26.59436,0.0,46.488240208490616,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30420.0,-58.02951,3.4964,27.07793,0.0,45.51522631823794,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30450.0,-58.02951,3.4892,27.56151,0.0,44.54219230651598,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30480.0,-58.02951,3.4821,28.04509,0.0,43.56915829479402,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30510.0,-58.02951,3.4756,28.52867,0.0,42.596124283072044,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30540.0,-58.02951,3.4688,29.01225,0.0,41.62309027135008,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30570.0,-58.02951,3.4626,29.49583,0.0,40.65005625962812,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30600.0,-58.02951,3.4564,29.97941,0.0,39.67702224790616,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30630.0,-58.02951,3.4502,30.46299,0.0,38.703988236184195,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30660.0,-58.02951,3.4443,30.94657,0.0,37.73095422446223,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30690.0,-58.02951,3.4387,31.43015,0.0,36.75792021274027,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30720.0,-58.02951,3.4328,31.91373,0.0,35.78488620101831,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30750.0,-58.02951,3.4272,32.3973,0.0,34.81187231076564,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30780.0,-58.02951,3.4213,32.88088,0.0,33.83883829904367,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30810.0,-58.02951,3.4161,33.36447,0.0,32.86578416585243,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30840.0,-58.02951,3.4108,33.84804,0.0,31.892770275599748,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30870.0,-58.02951,3.4052,34.33162,0.0,30.919736263877773,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30900.0,-58.02951,3.4002,34.8152,0.0,29.94670225215582,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30930.0,-58.02951,3.3947,35.29878,0.0,28.97366824043385,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30960.0,-58.02951,3.3891,35.78236,0.0,28.000634228711895,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,30990.0,-58.02951,3.3841,36.26594,0.0,27.02760021698992,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31020.0,-58.02951,3.3789,36.74952,0.0,26.05456620526797,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31050.0,-58.02951,3.3733,37.2331,0.0,25.081532193545996,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31080.0,-58.02951,3.3677,37.71668,0.0,24.108498181824046,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31110.0,-58.02951,3.3621,38.20026,0.0,23.135464170102072,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31140.0,-58.02951,3.3565,38.68384,0.0,22.16243015838012,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31170.0,-58.02951,3.3506,39.16742,0.0,21.189396146658147,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31200.0,-58.02951,3.3448,39.651,0.0,20.216362134936183,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31290.0,-58.02951,3.3258,41.10174,0.0,17.297260099770295,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31800.0,-58.02951,2.4981,49.32258,0.0,0.7557221434354888,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31824.0,-58.02951,2.1989,49.69816,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31854.0,0.0,3.3618,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,31884.0,0.0,3.4161,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,32424.0,0.0,3.5109,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,32454.0,58.03571,3.7273,0.0,0.48202,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,32484.0,58.02951,3.7549,0.0,0.96562,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,34254.0,58.02951,4.1452,0.0,29.49755,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,34284.0,58.03571,4.1551,0.0,29.98115,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,34314.0,58.02951,4.1648,0.0,30.46475,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,34344.0,58.03571,4.1741,0.0,30.94834,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,34374.0,58.02951,4.1834,0.0,31.43193,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,36924.0,2.92038,4.3495,0.0,48.24941,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,36936.0,2.89558,4.3495,0.0,48.25985,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,36967.0,0.0,4.339,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,36997.0,0.0,4.3365,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,1,37537.0,0.0,4.3148,0.0,0.0,0.0,1.0,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,37537.0,-58.02331,4.0559,0.48189,0.0,98.98871764049646,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,37567.0,-58.02331,4.0029,0.96539,0.0,97.97405657506665,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,37957.0,-58.02331,3.851,7.25121,0.0,84.7827911804443,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,37987.0,-58.02331,3.842,7.73473,0.0,83.76808814351232,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38017.0,-58.02331,3.833,8.21826,0.0,82.75336412082925,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38047.0,-58.02331,3.824,8.70179,0.0,81.73864009814615,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38077.0,-58.02331,3.8147,9.18532,0.0,80.72391607546308,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38107.0,-58.02331,3.8054,9.66885,0.0,79.70919205278,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38137.0,-58.02331,3.7958,10.15237,0.0,78.69448901584802,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38167.0,-58.02331,3.7862,10.6359,0.0,77.67976499316495,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38197.0,-58.02331,3.7769,11.11943,0.0,76.66504097048187,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38227.0,-58.02331,3.7673,11.60296,0.0,75.65031694779879,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38257.0,-58.02331,3.7577,12.08648,0.0,74.6356139108668,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38287.0,-58.02951,3.7478,12.57002,0.0,73.62086890243262,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38317.0,-58.02951,3.7385,13.05358,0.0,72.60608192249627,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38347.0,-58.02331,3.7289,13.53713,0.0,71.591315928311,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38377.0,-58.02951,3.7193,14.02067,0.0,70.57657091987683,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38407.0,-58.02331,3.7096,14.50423,0.0,69.56178393994045,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38437.0,-58.02331,3.7,14.98778,0.0,68.5470179457552,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38467.0,-58.02951,3.6904,15.47135,0.0,67.53220998006773,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38497.0,-58.02951,3.6808,15.95492,0.0,66.51740201438028,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38527.0,-58.02331,3.6715,16.43849,0.0,65.50259404869281,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38557.0,-58.02951,3.6622,16.92206,0.0,64.48778608300536,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38587.0,-58.02951,3.6523,17.40564,0.0,63.47295713156682,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38617.0,-58.02951,3.643,17.88922,0.0,62.458128180128256,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38647.0,-58.02951,3.6337,18.3728,0.0,61.443299228689696,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38677.0,-58.02951,3.6244,18.85638,0.0,60.42847027725116,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38707.0,-58.02951,3.6154,19.33996,0.0,59.41364132581259,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38737.0,-58.02951,3.6061,19.82353,0.0,58.398833360125145,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38767.0,-58.02951,3.5968,20.30712,0.0,57.38398342293549,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38797.0,-58.02951,3.5878,20.79069,0.0,56.36917545724805,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38827.0,-58.02951,3.5788,21.27428,0.0,55.35432552005839,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38857.0,-58.02951,3.5701,21.75785,0.0,54.33951755437094,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38887.0,-58.02951,3.5618,22.24143,0.0,53.32468860293238,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38917.0,-58.02951,3.5534,22.72501,0.0,52.30985965149383,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38947.0,-58.02951,3.545,23.20859,0.0,51.29503070005528,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,38977.0,-58.02951,3.537,23.69217,0.0,50.280201748616726,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39007.0,-58.02951,3.5289,24.17575,0.0,49.26537279717817,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39037.0,-58.02951,3.5212,24.65933,0.0,48.25054384573962,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39067.0,-58.02951,3.5137,25.14291,0.0,47.235714894301076,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39097.0,-58.02951,3.5063,25.62649,0.0,46.22088594286252,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39127.0,-58.02951,3.4991,26.11007,0.0,45.20605699142397,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39157.0,-58.02951,3.492,26.59365,0.0,44.19122803998541,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39187.0,-58.02951,3.4852,27.07723,0.0,43.17639908854686,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39217.0,-58.02951,3.479,27.5608,0.0,42.1615911228594,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39247.0,-58.02951,3.4725,28.04438,0.0,41.146762171420846,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39277.0,-58.02951,3.466,28.52796,0.0,40.131933219982294,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39307.0,-58.02951,3.4598,29.01154,0.0,39.11710426854375,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39337.0,-58.02951,3.4539,29.49512,0.0,38.102275317105196,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39367.0,-58.02951,3.448,29.9787,0.0,37.08744636566664,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39397.0,-58.02951,3.4424,30.46228,0.0,36.07261741422809,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39427.0,-58.02951,3.4365,30.94586,0.0,35.05778846278954,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39457.0,-58.02951,3.4312,31.42944,0.0,34.042959511350986,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39487.0,-58.02951,3.4254,31.91302,0.0,33.02813055991244,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
CALB_0_B182,2,39517.0,-58.02951,3.4201,32.3966,0.0,32.01330160847389,0.9588157790952422,58,BatteryLife-v11/CALB,CALB_0_B182.pkl,measured-source-data,58.0,1.0
